wagon_weight_in_ton,cargo_weight,Distance,dist_opt,Path_is_optimal
557,1068,2908,2,0
1379,551,1932,2,1
1366,1361,2826,2,0
798,404,1558,3,1
504,1180,359,3,1
1273,859,171,3,1
682,512,1042,3,0
1119,1125,1682,4,1
1291,851,2107,3,0
583,713,2240,4,1
939,1568,431,2,1
1148,1497,1388,5,0
1051,1353,701,3,1
876,1016,2841,5,1
1397,1123,1513,3,1
1091,1551,2185,3,1
1386,1129,2927,4,0
956,822,1950,2,0
948,827,214,3,1
766,695,334,2,1
1467,985,2123,4,0
1008,1061,1260,2,0
792,1509,222,4,1
1123,589,2470,4,0
1365,1454,2172,3,1
1251,1006,959,3,1
1409,1075,278,5,0
944,1474,1808,3,1
1321,1119,1193,5,1
1285,1268,2695,5,0
1084,1232,2227,2,0
1218,509,630,3,0
782,1340,1422,3,1
785,1202,1633,4,1
1458,880,1207,4,1
1394,659,957,2,1
1268,1001,2305,2,1
788,1349,1037,3,1
821,605,1869,3,1
1273,903,1138,3,1
1002,815,1026,3,1
1264,696,179,4,0
552,1151,1518,4,0
813,1102,310,4,1
991,487,999,5,0
1309,950,1824,2,0
966,643,2289,5,0
1402,1352,986,4,1
667,921,474,2,1
1270,1273,790,4,1
1217,1495,1647,2,0
1077,504,784,4,0
777,1003,271,2,0
1031,1521,1723,3,1
1315,1001,2249,4,0
529,1220,1916,3,1
1003,1305,2118,5,0
942,750,1601,5,0
1120,1348,1475,5,0
1451,1472,129,4,1
1086,773,437,5,1
552,675,1222,4,0
692,1478,426,4,0
1047,534,238,2,0
1377,1199,1872,3,0
742,534,2395,5,1
775,1185,697,2,0
553,649,1750,5,0
1491,1091,1705,2,1
1460,1567,2820,4,0
845,1570,2549,2,1
1285,563,1857,3,0
700,652,2924,4,1
884,469,213,3,0
652,616,327,5,0
1479,1470,2273,3,1
1112,923,2922,2,0
1238,1130,1689,2,0
798,1162,859,2,1
1382,1002,2378,5,0
751,1246,2234,2,1
635,950,1275,4,0
1405,521,1552,3,0
909,1212,1912,5,0
1261,727,1393,2,1
801,1510,1982,5,0
844,1155,583,4,1
1184,1092,1344,5,1
1294,1429,814,4,1
1082,864,869,3,1
1190,1561,1122,2,0
755,1325,2529,5,0
784,1355,1513,4,1
940,1405,681,5,0
812,923,2896,4,1
1027,1271,2688,5,0
1388,1148,1515,5,0
1301,990,2089,2,1
1173,1305,1557,4,0
1259,1123,1756,4,1
640,1250,546,4,0
799,472,1464,2,0
779,506,2900,2,1
949,1006,2880,2,0
1495,1379,741,2,1
1380,1015,233,3,0
599,1408,1808,4,1
512,1452,733,2,1
793,1150,463,2,1
1212,924,2518,3,1
1047,1427,153,5,0
1343,712,481,2,1
593,708,994,5,0
698,1224,2070,3,0
519,1593,1172,3,0
628,1298,418,2,1
974,1365,230,5,0
505,1526,138,3,0
725,412,1092,2,1
1433,849,196,5,1
505,921,1231,5,0
1010,1445,2902,2,1
675,1525,1628,2,1
1380,447,893,2,1
1221,1345,2774,3,0
1146,1486,1189,5,1
606,1126,683,4,1
1233,1416,2302,4,0
1431,411,1828,5,1
805,867,143,2,1
543,1350,2779,5,1
1377,1156,174,5,1
1076,876,2636,4,1
1148,1579,1596,2,0
1303,973,2174,4,0
1235,1142,2912,5,0
1196,1482,2820,3,0
1284,460,654,4,0
1427,695,913,2,1
1151,799,889,3,0
563,750,635,5,0
1226,948,2166,4,1
607,1390,2919,3,1
1019,1011,2133,3,1
1028,1201,2977,5,0
984,749,1827,2,0
668,422,239,3,1
1335,458,2667,5,1
1353,908,2590,2,0
514,772,2099,4,1
528,541,660,3,0
1169,1347,2465,3,1
1420,1587,708,4,0
830,1192,2220,5,1
898,1432,630,5,1
596,911,976,3,1
741,471,2264,5,1
659,1493,607,4,0
686,1172,311,3,1
1136,1314,2363,3,1
1382,617,807,3,1
909,548,2540,3,0
576,766,2490,3,0
1428,834,2485,3,1
539,691,1006,4,0
878,766,2143,5,1
891,1073,2385,4,1
541,840,1131,3,1
1074,1125,1148,5,1
1485,588,1359,2,0
982,1170,1960,4,0
648,867,1803,3,0
578,848,233,4,0
744,1117,560,2,1
959,634,2951,2,1
938,1258,564,5,0
734,574,186,4,1
560,642,1838,4,0
1197,886,2275,4,0
616,817,784,5,0
727,899,916,2,1
931,828,540,3,0
913,812,734,3,0
1045,1472,2170,5,0
1382,1000,2987,2,0
1287,1052,355,4,0
1395,694,307,3,0
928,1500,2252,2,1
1143,1590,1055,5,1
1178,680,1707,5,0
617,1092,2763,2,0
1080,671,781,4,1
582,634,2049,5,0
644,1024,692,3,0
1431,845,553,2,0
644,852,1559,3,0
559,1567,671,3,0
991,561,2657,3,0
1439,1149,2496,3,0
1062,800,1076,2,1
1421,923,2280,5,0
1482,544,2417,4,0
1421,1596,2454,4,0
887,924,1048,3,0
556,1194,1107,5,1
1491,1076,2443,2,0
1325,1104,1301,2,1
1488,1559,2499,4,0
516,498,470,4,0
1231,786,1163,4,1
1386,1464,2398,2,1
912,1222,2275,3,0
772,639,1577,3,1
851,1184,281,3,0
1448,845,810,4,0
867,1405,781,2,1
1357,758,711,5,0
1017,1319,2970,4,1
1468,646,1883,4,1
549,1158,2759,2,1
1107,1203,908,2,0
646,420,575,3,0
1487,1085,1905,2,0
985,913,571,3,0
1183,1252,732,2,0
985,999,103,2,1
1148,1374,1345,4,0
1311,1468,1841,4,0
987,1014,782,3,1
1485,417,625,4,1
782,717,162,5,1
664,569,418,2,0
1398,1213,613,5,1
1001,1036,2707,3,0
1143,472,1788,2,0
1464,428,968,4,1
624,1064,637,5,0
783,783,2913,4,0
550,1169,2797,5,1
1178,838,2724,4,0
638,670,1189,2,0
1395,1596,2216,4,0
561,531,1770,3,0
781,1010,592,4,0
895,581,294,3,1
1213,1477,2766,3,1
851,1526,2185,2,1
1086,480,2110,5,1
562,893,1992,3,1
626,514,1090,5,0
1199,481,2031,5,0
1381,1061,1233,2,0
1264,1376,2472,2,1
618,483,654,3,1
1471,644,524,5,1
542,999,2115,2,0
1226,575,2692,3,0
1265,1055,1629,5,0
923,808,2415,4,1
1021,725,2815,5,0
885,489,2897,3,0
715,1323,2114,5,0
729,732,250,4,0
1227,623,849,3,0
1325,603,2077,3,0
792,1511,2893,4,1
1036,1002,2644,4,1
992,1270,2350,3,0
1377,645,974,5,1
906,1406,2482,4,0
1411,630,655,2,0
1180,1457,374,3,1
1254,918,1564,3,1
912,807,1547,5,0
921,1486,635,4,0
799,1537,1527,3,1
626,404,1090,3,0
1474,1549,2163,3,1
1418,1311,1691,4,0
853,1598,899,3,0
1211,779,1429,2,1
768,514,2811,5,0
871,829,1180,3,0
1360,809,2785,2,1
707,1566,1657,5,0
544,833,2317,3,0
1161,1193,469,5,0
912,1530,1115,2,0
655,1049,619,4,0
636,576,1520,5,0
783,1414,599,5,1
1034,810,1769,5,1
668,1231,2015,5,0
691,992,2362,3,0
876,1471,1890,4,0
855,574,1446,3,1
1281,851,1651,3,0
711,844,2117,4,0
738,602,908,2,1
1277,975,1130,5,1
977,409,1960,5,0
1052,1307,1900,3,1
948,579,2594,3,1
1472,1230,511,5,1
848,1069,493,2,0
783,1025,1339,4,1
1256,774,2777,5,1
1208,1093,2988,3,0
936,1114,1747,3,1
1345,984,344,5,1
1378,916,1587,4,0
1086,1550,1952,2,1
1239,1078,284,5,1
681,825,103,2,0
1469,1116,1430,4,1
1256,973,261,4,0
639,1088,1920,4,0
781,400,1968,2,1
1396,475,2070,3,0
1107,1506,790,2,1
693,939,1563,3,0
1038,503,271,3,1
1147,1101,1661,5,1
1106,763,357,3,1
708,986,1517,4,0
760,1536,1430,3,0
721,816,2705,4,1
1220,1429,1031,5,0
754,1307,2798,4,1
559,403,1283,2,0
842,1396,2743,2,1
1316,1520,1293,4,0
701,1207,1856,4,0
1128,1247,257,3,1
1057,776,954,2,1
537,866,1218,4,1
585,547,485,3,1
1154,1035,1854,3,0
1496,1101,2567,2,1
704,1018,2989,2,1
874,1170,831,3,1
750,926,1649,3,1
607,526,1155,5,0
870,1040,531,2,1
1361,865,963,3,0
1250,628,1203,5,0
1259,1191,2876,5,0
1220,656,430,2,1
718,528,253,5,1
1455,646,1972,5,0
633,1552,2977,3,1
728,857,225,2,1
1022,584,384,5,0
1488,464,2211,5,0
660,1078,2475,4,1
660,763,1770,2,0
764,750,1756,4,0
1417,1572,966,5,1
509,407,652,4,1
706,517,1162,3,1
787,1546,470,4,0
1089,1390,508,5,0
800,1453,2782,5,1
1073,465,2434,2,1
1333,1424,1462,2,1
1305,1299,2565,2,1
531,1204,839,2,0
1031,604,1136,4,1
1376,798,2820,2,0
1018,718,1539,3,1
868,1501,385,5,0
1123,1375,1001,2,1
915,1516,2576,2,0
978,918,1508,3,0
892,1006,2447,2,0
957,1188,2536,4,1
997,1475,2395,2,0
532,1168,396,2,0
604,1366,2904,5,0
653,1246,2109,2,1
869,635,952,3,1
1046,1521,1304,5,1
1382,480,2335,3,0
1226,1202,1466,2,0
1474,1154,528,5,0
828,436,1263,3,0
811,953,866,5,1
860,919,2252,3,1
1494,955,1019,5,0
1198,937,2646,4,0
1039,1414,617,3,0
904,835,1527,5,1
794,409,1753,5,0
920,951,1962,2,1
1075,788,1952,3,1
757,478,616,3,0
1252,796,2625,3,0
1000,1399,2411,3,1
567,1383,787,3,0
1193,1267,1368,3,1
1000,1121,2226,2,0
1289,969,2946,5,0
748,887,1597,4,1
1309,600,1622,2,0
912,873,2738,5,1
845,865,2240,4,0
974,1262,2689,5,0
1340,799,1933,4,0
1341,1009,1342,2,0
1402,1076,1858,4,0
579,822,558,5,1
528,1115,2638,3,0
1256,1344,1905,2,0
625,863,2356,3,0
831,1339,2541,2,1
676,962,2188,2,0
1025,1070,1225,3,0
1075,1362,1770,3,1
1299,1480,1962,5,1
611,874,1742,2,1
1467,1578,2786,5,0
829,1117,1215,2,1
1341,702,1497,3,1
623,1479,2539,5,1
560,1315,2421,2,1
601,1339,1587,4,1
1332,412,2776,5,1
1140,990,1579,5,0
732,539,370,2,1
518,1102,1841,3,0
662,592,1630,5,0
1089,562,656,3,0
886,1462,674,3,0
818,1361,2206,3,0
918,647,2105,5,1
1152,860,2763,4,0
1154,1136,1587,4,0
904,417,553,5,1
1275,827,1968,5,0
1154,1261,422,4,1
1109,1000,532,2,1
625,771,1372,3,0
797,421,856,4,0
1177,1087,2558,3,0
1272,467,426,5,1
954,1226,1043,2,1
1498,614,2650,2,1
682,879,2359,4,0
1223,1572,861,4,1
510,1418,1099,2,0
1154,418,1654,2,0
1198,878,1092,3,0
1264,1531,2133,5,0
1151,607,682,5,1
1127,923,900,4,1
769,1516,2820,4,0
1164,540,880,5,1
715,1354,1984,5,0
961,507,282,5,0
1075,938,2383,5,1
1170,1125,1272,4,0
1244,1483,1697,2,1
707,1002,756,5,1
1253,965,2884,3,1
719,531,802,3,0
753,1225,1277,5,1
665,884,1018,2,0
1337,404,1124,5,1
1414,1323,386,2,1
501,1125,371,3,1
1117,1252,164,2,1
1375,977,463,2,0
1287,1064,273,3,0
839,1315,1759,4,1
846,1208,1557,3,0
1319,702,806,4,1
1333,1127,2170,4,0
1481,540,2247,5,0
800,1287,2205,4,1
716,1378,153,3,0
875,583,1512,3,0
1275,861,1734,3,0
1177,595,2357,4,0
852,1302,2138,5,0
796,1456,2397,3,0
1327,1343,2422,3,0
563,1219,2304,5,0
765,646,2338,3,1
819,1470,665,4,0
820,1454,2628,3,0
1026,706,2815,2,0
1300,1392,979,2,1
1344,783,711,3,1
915,1394,1868,5,0
1478,740,1726,3,1
1013,1459,2830,2,1
1403,1591,2039,2,1
1326,1599,1145,2,0
789,1196,492,4,0
1299,1104,999,3,0
1400,506,2366,2,0
706,1145,661,2,0
794,841,848,3,1
1477,828,2706,4,1
1060,1228,1181,5,1
956,1042,1165,3,1
641,539,2684,3,1
967,463,2990,4,1
1317,918,2717,2,1
1201,989,617,3,1
876,445,366,5,0
799,1517,1073,5,1
1236,1477,2929,4,1
573,526,1747,2,1
945,475,1928,4,1
1472,463,2619,3,1
1129,990,2345,3,1
889,899,2281,2,0
1124,1014,1532,2,1
1117,481,2585,2,0
1431,555,1164,2,0
1009,824,406,2,0
620,1232,898,2,0
924,1088,1800,4,1
776,1154,712,3,0
1125,1027,1413,2,1
640,497,401,3,1
710,577,1054,5,1
1050,1407,790,5,0
1220,450,2880,3,0
1215,1580,2479,2,0
605,1062,2805,5,0
1474,562,1593,5,0
651,1010,1517,2,1
657,1446,2363,2,1
701,905,2874,2,0
1421,1023,1755,2,1
1378,1568,666,4,1
800,508,645,4,0
1211,1024,1828,4,0
1314,630,814,2,1
784,805,843,5,0
711,887,2927,3,1
1103,848,2774,3,0
1043,862,2185,5,1
562,401,1904,5,0
1420,867,1021,5,0
1149,544,1655,5,1
814,728,2358,5,1
1347,551,2215,5,1
1001,508,2341,2,0
1410,654,315,4,1
740,1304,1648,4,1
1287,953,2207,3,0
1179,628,2327,5,1
1335,1243,1480,5,0
1292,1215,2004,2,1
1066,733,1648,4,1
990,479,2320,2,0
578,1473,2445,3,0
953,1247,2877,5,0
533,1282,2015,2,1
986,1233,2545,3,0
1337,1043,2266,4,0
1493,918,1644,2,0
1259,1158,2139,3,1
843,1414,2381,5,0
973,1274,2273,5,0
651,1374,164,5,1
1303,1598,1685,5,1
527,1354,2471,4,0
1410,1536,234,3,1
1031,743,196,2,1
1041,1511,1201,5,1
995,1063,2372,4,0
1180,1323,1700,3,0
1067,1521,2925,5,1
639,711,488,4,1
537,1179,709,2,0
758,1096,1786,3,0
1409,1588,2382,3,1
891,1066,277,2,0
1404,1220,531,2,0
795,845,1655,4,1
1191,979,2870,4,0
1113,842,2584,4,1
502,1533,1745,4,0
768,675,1188,3,0
1321,998,2875,4,0
803,1317,2433,2,1
961,735,750,3,1
1217,891,519,2,0
750,802,504,2,0
1387,1588,1791,2,1
1302,1007,1984,3,0
547,1413,259,2,0
1262,1061,433,5,1
1406,593,1032,2,0
907,543,2769,4,0
1091,611,2863,2,1
721,635,1145,2,0
948,1063,199,5,1
1089,551,773,5,1
1170,1383,2521,3,0
711,952,2579,5,0
1498,1554,2284,3,0
1474,1442,693,3,0
1420,697,2810,2,1
885,1197,1518,3,1
923,1335,1580,5,0
795,1486,1005,3,1
1025,506,132,2,0
1242,1151,3000,2,0
750,1532,2579,2,1
842,1126,371,5,1
1095,1517,1204,2,1
530,1391,1619,5,0
1321,1588,2212,5,0
855,1154,2912,2,0
660,1011,210,4,0
1119,1287,904,4,0
1388,1521,1254,4,1
1485,966,2405,4,1
581,403,169,4,1
1269,1075,2238,3,1
1391,813,2262,2,1
1079,428,226,2,0
1046,1116,384,5,0
649,793,2550,4,1
899,591,1779,2,0
987,1247,2937,2,0
1492,1043,2243,4,0
871,1074,971,2,0
551,489,745,5,0
545,898,877,5,0
1081,1088,2107,5,0
1185,1335,1179,4,0
1420,1126,2192,4,1
772,652,566,5,1
740,633,2397,3,1
593,1530,2005,2,1
585,667,2541,4,1
1447,666,2744,2,1
1447,1072,1803,3,0
1078,1317,561,4,1
581,864,2443,3,1
532,578,469,5,1
993,410,1405,3,1
1284,655,1758,4,1
668,702,465,3,1
995,1122,2933,4,1
1082,958,1844,3,1
1179,851,2656,3,0
720,1225,1307,4,0
1120,1139,856,5,0
1353,448,553,3,0
1463,494,602,3,0
1001,988,116,5,1
751,1235,691,5,1
1410,501,667,5,0
795,1381,1528,5,0
1459,450,210,4,0
958,1592,712,5,0
1107,1010,2420,3,0
1399,950,801,5,1
1009,1133,385,4,0
656,1091,2323,5,0
1056,1304,1987,2,1
954,456,2256,5,1
1497,931,2602,3,1
983,466,1798,3,0
1464,655,879,5,0
1281,590,713,4,1
1072,1135,2343,4,0
1253,1416,2066,5,0
934,1100,1305,3,1
1079,1219,1972,3,1
507,530,740,2,0
939,434,1512,3,1
929,714,1091,5,0
1058,1308,2298,4,0
996,1419,2578,3,1
885,1009,1440,5,0
1308,1370,1199,3,1
1221,505,1830,3,1
1234,976,717,2,0
535,565,2699,4,0
842,1150,269,2,1
668,879,2219,5,0
1474,842,2384,2,0
1358,1262,2639,4,1
1226,695,1149,3,1
633,1531,529,2,1
1141,1012,255,4,0
715,1372,1101,2,1
560,1289,2645,2,1
790,861,968,5,0
1035,1251,2389,2,0
1317,1296,2961,2,1
915,1213,791,5,0
986,1169,1620,2,1
1162,670,1705,2,1
509,1170,2490,5,0
842,587,2180,5,0
794,686,2077,3,0
1164,754,1963,3,0
819,1402,1117,5,0
1147,1087,2512,5,1
602,1287,482,3,1
1048,1397,1816,4,1
875,1035,1434,3,0
895,952,737,5,1
646,890,381,3,1
1292,599,1317,5,0
1335,1121,718,4,0
508,1304,2322,4,0
1022,486,1354,3,0
683,1569,471,4,0
1479,1542,2146,4,1
1168,1324,373,2,1
543,1426,2886,2,0
874,1454,918,5,1
726,1201,2410,5,1
1155,1305,2256,3,1
1206,1054,2247,3,0
1111,1478,1893,5,1
1463,988,310,3,1
1256,1236,2560,5,1
1289,1090,2611,5,1
1212,1250,854,2,0
977,1013,1973,2,1
1009,1377,1147,5,1
1233,643,2163,3,1
689,1581,2384,4,0
749,1120,1085,5,1
1045,525,1989,5,1
1202,1502,1507,2,1
1027,1016,1390,2,0
600,1254,2673,5,1
1293,684,2681,2,1
1244,486,2400,4,0
642,1459,2515,4,0
1142,1069,2919,2,1
930,1305,1943,3,1
880,913,1657,4,0
532,1541,2106,4,1
1181,1153,1264,3,1
1008,966,2045,5,0
787,1085,1419,3,1
500,1251,366,2,1
1311,813,2345,2,1
1210,1279,1927,4,0
678,602,2905,2,0
957,994,1258,4,0
795,1235,2521,3,0
835,1128,902,5,0
877,1180,2333,5,1
901,1225,1659,2,1
1317,1548,1326,4,0
1222,980,2165,5,1
928,1488,480,2,1
847,1394,2916,3,1
926,917,1545,3,0
1276,640,1004,5,0
1469,675,1096,2,1
1026,939,2865,5,0
655,1322,2542,3,1
1359,575,2797,2,0
591,1013,1556,4,1
648,1105,2667,3,1
1232,1545,1300,4,0
537,1130,571,2,0
1161,489,1045,3,1
537,1058,2676,4,1
770,896,294,5,1
1356,470,1480,3,0
1164,1011,274,3,0
779,801,812,2,0
850,757,286,4,1
1349,620,2217,3,1
1360,1149,1632,3,1
1327,401,1161,5,0
517,832,2328,5,0
1012,1191,2618,3,1
1183,938,709,2,1
1392,686,2460,2,1
1241,854,1314,3,1
1391,1000,1368,2,0
674,1512,788,4,0
560,1449,2637,2,0
1444,647,2678,4,0
1194,522,951,3,1
846,1221,1514,3,0
1021,642,676,2,0
573,727,1758,2,0
1144,991,1350,4,1
1048,1198,2145,5,0
841,880,2252,3,0
836,1577,1478,4,1
1431,991,2860,5,1
597,1072,2574,5,1
856,526,845,4,0
1035,858,1592,4,0
777,780,1125,3,0
1001,520,479,4,1
840,425,1955,5,1
1363,684,1276,4,1
646,537,2825,2,0
1490,1046,2007,4,0
1179,1557,676,4,0
678,616,2545,3,0
1485,1195,1654,5,1
559,842,2114,5,1
1145,1587,169,2,0
938,942,2163,4,0
979,719,1505,2,1
634,884,729,2,1
1355,1592,1851,3,0
779,1502,2127,2,1
1273,1477,1315,5,1
831,1488,842,4,0
669,1185,1947,4,0
1430,1531,2450,3,1
1191,721,2561,4,1
960,558,1069,5,1
715,553,1802,5,0
1066,721,908,3,1
888,1325,1600,5,0
667,978,945,2,0
1287,1038,493,3,0
1238,653,1756,4,0
678,1536,953,5,1
550,661,1815,3,0
838,1138,2307,3,1
814,1151,204,5,0
1459,736,281,4,1
721,1308,247,4,0
977,1339,2277,3,0
1192,678,567,3,1
1042,1036,2945,5,0
1190,1132,1874,2,0
1264,1363,1453,4,1
1052,582,2450,5,0
1461,1358,2102,5,0
1286,1089,728,2,1
1115,1392,363,5,0
866,1105,1650,2,1
1459,767,1911,5,1
1485,523,1135,2,0
1158,724,2363,3,1
726,707,1552,4,1
881,1165,1943,2,0
1019,401,2304,4,1
1005,879,997,5,1
837,1317,1611,5,1
1357,1289,1532,5,1
578,601,1778,5,0
868,754,499,2,1
1111,1109,987,4,1
1498,1528,307,3,1
1357,1475,2867,2,1
619,1381,627,2,0
1208,1004,2886,2,0
1074,675,1212,4,0
790,990,2992,4,0
1493,822,416,2,1
1382,988,195,5,1
1131,1217,1228,5,1
740,1071,897,5,1
933,1178,1275,3,0
1477,1530,2244,4,0
944,835,1402,2,1
703,1187,2775,4,1
557,726,605,5,1
886,1397,245,4,0
642,994,668,2,0
1294,1005,2679,3,1
1062,729,2745,3,0
1103,624,991,3,0
1392,587,2643,5,1
1439,1364,1536,2,0
1264,567,1683,2,0
1380,661,1262,4,0
807,1349,2417,2,0
973,1092,1542,2,0
1370,1535,2277,5,1
1247,1002,294,4,0
716,1036,2030,2,0
1003,776,889,3,1
1369,716,2814,4,1
513,1139,562,4,0
1304,807,1394,3,0
504,1209,533,5,0
560,1410,975,4,1
1087,1204,1612,2,0
574,1484,1644,5,1
1095,1392,1026,4,0
1423,1007,194,4,0
791,520,634,3,0
993,738,2213,4,1
748,452,2473,4,0
1260,658,2822,4,0
1196,709,2754,5,1
634,1390,1825,5,1
750,1350,2584,3,1
1044,1039,1451,5,1
1427,1383,176,4,1
1093,856,1037,5,0
1325,1218,341,5,1
632,866,2750,3,1
572,1187,998,5,0
863,1461,2530,4,0
1461,1367,2042,3,0
743,495,1732,5,0
1092,964,303,2,1
1020,1547,669,5,0
848,1282,1997,5,0
942,551,1120,2,1
1052,1441,315,5,0
770,1600,574,4,0
988,1242,1530,4,1
904,1095,1452,2,1
1458,729,2609,5,1
654,746,544,3,0
600,1551,1515,5,1
1191,1014,2433,5,0
1311,1469,2618,2,1
1330,1351,1648,4,1
1279,1397,2272,5,1
969,449,634,3,1
897,512,911,3,1
971,487,2733,5,1
533,1271,2109,2,1
749,497,1635,3,0
607,659,1343,2,0
1208,562,176,4,0
893,1161,1866,4,0
1025,546,1412,3,1
1455,493,2057,5,1
1133,671,312,3,1
1071,1402,1685,4,0
751,1040,1364,4,1
809,1428,758,2,1
1221,855,1158,2,1
1468,759,156,5,1
928,1311,901,5,1
891,776,2939,2,1
650,414,1902,5,0
992,1224,2278,5,1
625,1451,1169,3,1
1310,1436,2947,3,1
1134,1188,2799,4,1
1308,936,2343,3,0
1376,597,437,5,1
1042,1416,1641,4,0
746,831,632,2,0
508,1593,611,5,0
766,1447,1158,3,0
1135,1231,498,5,0
756,707,741,4,1
1450,1135,1453,2,1
1223,851,1034,5,1
942,843,2455,2,0
573,1596,1312,5,0
658,1510,863,5,1
621,955,913,4,0
802,1158,1720,5,1
1162,1110,443,2,1
912,915,435,5,1
1266,1100,1308,3,1
1159,642,1206,4,0
1474,770,2262,2,1
658,1590,2205,3,0
1145,934,2420,3,0
1436,967,1223,2,0
1291,472,995,3,1
873,849,393,4,0
547,648,2156,4,0
1252,937,2846,2,1
761,625,436,3,1
706,469,2499,3,0
1079,845,2342,4,0
1148,550,1526,2,0
766,656,1947,4,0
515,1103,1765,5,1
742,935,1843,2,1
1477,1571,802,4,1
1412,1274,656,2,1
563,1591,1825,5,0
955,1026,159,3,0
919,875,2518,2,1
1000,1537,2976,3,1
1189,1206,561,3,1
550,1486,2987,3,1
999,664,1523,3,0
684,610,1349,4,1
514,565,2882,4,1
1460,820,2645,4,1
1005,984,1838,2,1
1370,1536,382,3,0
622,1509,1447,3,0
731,1577,978,2,1
723,1041,1006,5,1
1002,734,736,5,1
844,1527,162,3,1
502,775,873,4,1
1345,1076,699,5,1
1316,848,478,4,0
1196,1281,2829,4,0
677,617,147,3,0
856,846,2500,5,0
1499,947,761,4,1
524,1097,1202,4,1
1323,869,2260,5,1
619,657,2027,3,0
909,485,2100,3,1
733,1337,2199,3,1
601,615,2443,5,1
581,1044,889,4,0
863,1113,1420,5,1
583,670,1843,2,0
1079,977,2511,2,0
749,564,2715,2,1
1002,1220,2019,3,0
1060,445,1533,5,1
1236,1128,2716,2,0
1190,1533,513,3,1
1383,1598,1858,5,0
1355,443,2962,5,1
891,943,786,4,1
900,671,2795,2,1
910,1434,1479,3,0
755,428,2593,5,0
775,868,1198,3,1
937,809,2309,5,1
1458,1597,1377,5,1
1071,406,2525,3,1
1243,811,1374,3,1
1002,1549,783,3,0
1173,1161,223,2,1
897,571,2088,2,1
993,847,719,2,1
626,1578,1628,5,0
1069,1135,2421,4,1
1036,1290,2994,5,0
534,530,483,4,0
1082,462,2551,2,1
1203,915,737,4,1
1166,1442,2763,5,0
1463,1128,2109,5,0
1024,1084,1984,5,1
908,744,2953,5,0
558,697,792,2,0
914,1371,2761,2,0
668,517,226,2,1
1142,1232,2958,5,0
1426,1535,933,4,1
770,600,659,5,1
1293,814,2405,5,0
1458,1455,1404,5,1
756,1413,735,4,0
621,635,396,5,0
581,1335,599,4,0
911,801,2034,2,1
882,622,219,5,0
1197,1172,2889,5,0
1157,1393,2255,5,1
1468,872,318,5,0
1216,1255,1324,4,0
662,1187,1463,5,0
1373,602,2657,5,0
930,1031,2124,5,1
904,646,2682,4,0
1210,1135,321,4,1
1189,539,1130,5,1
1234,473,337,5,1
1428,1094,1272,2,1
505,1530,1469,3,1
718,937,855,3,0
1314,576,230,3,1
873,1583,1793,5,0
1465,563,626,4,1
1259,1599,1905,3,0
1164,910,227,3,0
1191,479,313,3,1
827,1305,444,3,0
1087,772,841,3,1
1409,696,2070,4,0
947,1599,1090,2,1
953,534,1410,3,0
680,1125,2796,4,0
761,890,2809,5,0
701,967,2109,5,1
1182,1597,1465,5,0
1009,442,2186,2,1
652,1398,2457,3,0
761,814,2180,4,1
1004,717,2606,4,0
1236,1303,2746,3,1
550,1587,624,5,1
1036,1025,2566,5,0
1113,809,1145,5,0
857,1211,2590,4,0
553,1415,435,5,0
1321,1580,1829,3,0
944,710,2614,3,0
803,1185,687,3,1
1051,1159,2572,2,1
1029,750,1907,2,1
517,448,2066,5,1
1025,520,857,2,0
969,1043,192,3,0
719,1147,144,3,0
615,1041,2623,2,1
1324,407,2229,3,1
796,1490,1362,3,1
517,1085,1238,3,0
753,1205,274,2,1
705,765,1735,5,1
846,467,330,2,1
567,1591,554,3,0
983,731,1496,2,0
1300,710,1368,5,0
1233,590,1232,4,0
664,619,1393,4,0
917,1561,579,3,0
551,573,1703,5,1
975,611,2981,3,1
1407,715,581,3,0
1242,980,1214,2,0
1459,1457,1865,3,0
1150,1033,449,3,1
730,1580,1863,2,0
1265,1406,913,3,1
807,1217,824,3,0
1408,683,2803,2,1
1072,755,269,5,1
1162,1135,484,2,1
1205,848,1377,4,0
683,697,2305,5,0
737,1423,1563,4,0
1051,468,1140,3,0
1280,1080,815,4,0
683,645,1506,3,0
855,1189,1707,3,0
520,1501,1919,2,1
946,420,2807,4,0
1357,831,549,4,1
936,594,1646,4,0
973,1258,1871,5,1
821,708,2328,3,1
1377,732,2048,4,0
700,441,2747,2,0
1452,471,1226,2,1
1268,960,1507,5,0
990,1222,2149,5,0
1172,1302,979,3,0
1315,1522,2823,3,1
1272,1355,1596,4,0
1087,836,833,2,1
633,673,2885,5,1
909,1518,1073,2,1
1254,1581,441,3,0
1353,869,698,3,0
655,1504,2082,3,0
601,793,2478,2,0
1395,1513,1377,5,1
1273,1079,1018,2,0
1350,652,131,3,1
651,800,1196,5,1
673,1297,200,4,1
1088,412,1107,5,0
868,695,527,3,0
703,1330,1911,5,0
874,1423,2205,5,0
864,1228,894,4,0
1329,1548,773,5,0
898,951,2040,4,1
822,401,2030,3,1
1139,1351,102,5,1
1282,873,2528,2,0
681,443,2853,4,1
1101,1376,719,3,1
1157,418,2665,4,1
725,552,1106,4,0
718,1009,311,2,0
1350,943,2851,3,1
1329,1510,1643,2,1
804,412,371,4,1
909,410,1067,2,1
855,886,1878,5,1
1423,524,2779,5,1
1453,1129,2484,3,1
